provider,model,type,scope,field,n,pass_rate,mean_abs_err,median_abs_err,mean_rel_err,p95_abs_err,mean_latency_s
gemini,gemini-2.5-pro,stress_strain,final,yield_strength_mpa,30,1.0,0.16666666666666666,0.0,0.0006666666666666666,0.0,19.950953571001687
gemini,gemini-2.5-pro,time_waveform,checkpoint,cp_duty,11,0.36363636363636365,0.11200000000000002,0.14500000000000002,0.18363636363636363,0.25,20.413771499286998
gemini,gemini-2.5-pro,time_waveform,checkpoint,cp_period_s,30,1.0,0.00055,0.0,0.03347222222222223,0.003649999999999992,15.941538532574972
gemini,gemini-2.5-pro,time_waveform,checkpoint,cp_vmax_v,30,1.0,0.0,0.0,0.0,0.0,15.941538532574972
gemini,gemini-2.5-pro,time_waveform,checkpoint,cp_vmin_v,30,1.0,0.0,0.0,0.0,0.0,15.941538532574972
gemini,gemini-2.5-pro,time_waveform,final,frequency_hz,30,0.7333333333333333,3.018555555555556,0.0,0.04228425925925926,16.999999999999986,15.941538532574972
gemini,gemini-2.5-pro,time_waveform,final,vpp_v,30,1.0,0.0,0.0,0.0,0.0,15.941538532574972
gemini,gemini-2.5-pro,torque_speed,checkpoint,cp_torque_at_speed_q_nm,30,1.0,0.02109379509379518,2.220446049250313e-16,0.010757156600013766,0.10766666666666677,24.327273337046304
gemini,gemini-2.5-pro,torque_speed,final,no_load_speed_rpm,30,1.0,11.1,0.0,0.00632010582010582,50.0,24.327273337046304
gemini,gemini-2.5-pro,torque_speed,final,stall_torque_nm,30,1.0,0.0,0.0,0.0,0.0,24.327273337046304
gemini,gemini-2.5-pro,transfer_characteristic,checkpoint,cp_vin_at_saturation,30,0.8666666666666667,0.06533333333333334,0.0,0.04308671563463715,0.33000000000000007,14.759781098365783
gemini,gemini-2.5-pro,transfer_characteristic,final,saturation_v,30,1.0,0.0,0.0,0.0,0.0,14.759781098365783
gemini,gemini-2.5-pro,transfer_characteristic,final,small_signal_gain,30,0.7666666666666667,0.1430666666666667,0.0,0.03884444444444445,0.4248499999999996,14.759781098365783
