provider,model,id,type,field,pred,gold,abs_err,rel_err,abs_tol,rel_tol,pass,is_null,latency_s,error,tags
openai,gpt-4.1,step_response_003,step_response,steady_state,1.0,1.0,0.0,0.0,0.05,0.05,True,False,4.488281726837158,,
openai,gpt-4.1,step_response_003,step_response,cp_peak_time_s,0.45,0.3627598728468436,0.08724012715315643,0.2404900146990321,0.2,0.15,True,False,4.488281726837158,,
openai,gpt-4.1,step_response_003,step_response,cp_peak_value,1.17,1.1630335348215806,0.006966465178419368,0.005989909121139903,0.08,0.08,True,False,4.488281726837158,,
openai,gpt-4.1,step_response_003,step_response,cp_band_lower,0.98,0.98,0.0,0.0,0.05,0.05,True,False,4.488281726837158,,
openai,gpt-4.1,step_response_003,step_response,cp_band_upper,1.02,1.02,0.0,0.0,0.05,0.05,True,False,4.488281726837158,,
openai,gpt-4.1,step_response_003,step_response,__consistency__,3.0,3.0,0.0,,0.0,0.0,True,False,4.488281726837158,,
openai,gpt-4.1,step_response_004,step_response,percent_overshoot,10.0,9.478022484215485,0.5219775157845152,0.05507240741977627,3.0,0.08,True,False,4.248286962509155,,
openai,gpt-4.1,step_response_004,step_response,settling_time_s,1.0,0.5555555555555556,0.4444444444444444,0.7999999999999999,0.4,0.2,False,False,4.248286962509155,,
openai,gpt-4.1,step_response_004,step_response,steady_state,1.0,1.0,0.0,0.0,0.05,0.05,True,False,4.248286962509155,,
openai,gpt-4.1,step_response_004,step_response,cp_peak_time_s,0.35,0.32724923474893675,0.022750765251063232,0.06952121757753675,0.2,0.15,True,False,4.248286962509155,,
openai,gpt-4.1,step_response_004,step_response,cp_peak_value,1.1,1.0947802248421548,0.00521977515784533,0.004767874902561303,0.08,0.08,True,False,4.248286962509155,,
openai,gpt-4.1,step_response_004,step_response,cp_band_lower,0.98,0.98,0.0,0.0,0.05,0.05,True,False,4.248286962509155,,
openai,gpt-4.1,step_response_004,step_response,cp_band_upper,1.02,1.02,0.0,0.0,0.05,0.05,True,False,4.248286962509155,,
openai,gpt-4.1,step_response_004,step_response,__consistency__,3.0,3.0,0.0,,0.0,0.0,True,False,4.248286962509155,,
openai,gpt-4.1,step_response_005,step_response,percent_overshoot,17.0,16.303353482158048,0.6966465178419519,0.04273025906015858,3.0,0.08,True,False,3.221673011779785,,
openai,gpt-4.1,step_response_005,step_response,settling_time_s,3.7,2.0,1.7000000000000002,0.8500000000000001,0.4,0.2,False,False,3.221673011779785,,
openai,gpt-4.1,step_response_005,step_response,steady_state,1.0,1.0,0.0,0.0,0.05,0.05,True,False,3.221673011779785,,
openai,gpt-4.1,step_response_005,step_response,cp_peak_time_s,0.9,0.9068996821171089,0.006899682117108896,0.0076079882407742785,0.2,0.15,True,False,3.221673011779785,,
openai,gpt-4.1,step_response_005,step_response,cp_peak_value,1.17,1.1630335348215806,0.006966465178419368,0.005989909121139903,0.08,0.08,True,False,3.221673011779785,,
openai,gpt-4.1,step_response_005,step_response,cp_band_lower,0.98,0.98,0.0,0.0,0.05,0.05,True,False,3.221673011779785,,
openai,gpt-4.1,step_response_005,step_response,cp_band_upper,1.02,1.02,0.0,0.0,0.05,0.05,True,False,3.221673011779785,,
openai,gpt-4.1,step_response_005,step_response,__consistency__,3.0,3.0,0.0,,0.0,0.0,True,False,3.221673011779785,,
openai,gpt-4.1,step_response_006,step_response,percent_overshoot,10.0,9.478022484215485,0.5219775157845152,0.05507240741977627,3.0,0.08,True,False,2.6555380821228027,,
openai,gpt-4.1,step_response_006,step_response,settling_time_s,1.0,0.6666666666666666,0.33333333333333337,0.5000000000000001,0.4,0.2,True,False,2.6555380821228027,,
openai,gpt-4.1,step_response_006,step_response,steady_state,1.0,1.0,0.0,0.0,0.05,0.05,True,False,2.6555380821228027,,
openai,gpt-4.1,step_response_006,step_response,cp_peak_time_s,0.4,0.39269908169872414,0.007300918301275883,0.018591635788130244,0.2,0.15,True,False,2.6555380821228027,,
openai,gpt-4.1,step_response_006,step_response,cp_peak_value,1.1,1.0947802248421548,0.00521977515784533,0.004767874902561303,0.08,0.08,True,False,2.6555380821228027,,
openai,gpt-4.1,step_response_006,step_response,cp_band_lower,0.98,0.98,0.0,0.0,0.05,0.05,True,False,2.6555380821228027,,
openai,gpt-4.1,step_response_006,step_response,cp_band_upper,1.02,1.02,0.0,0.0,0.05,0.05,True,False,2.6555380821228027,,
openai,gpt-4.1,step_response_006,step_response,__consistency__,3.0,3.0,0.0,,0.0,0.0,True,False,2.6555380821228027,,
openai,gpt-4.1,step_response_007,step_response,percent_overshoot,10.0,9.478022484215485,0.5219775157845152,0.05507240741977627,3.0,0.08,True,False,2.5400261878967285,,
openai,gpt-4.1,step_response_007,step_response,settling_time_s,1.0,0.5555555555555556,0.4444444444444444,0.7999999999999999,0.4,0.2,False,False,2.5400261878967285,,
openai,gpt-4.1,step_response_007,step_response,steady_state,1.0,1.0,0.0,0.0,0.05,0.05,True,False,2.5400261878967285,,
openai,gpt-4.1,step_response_007,step_response,cp_peak_time_s,0.35,0.32724923474893675,0.022750765251063232,0.06952121757753675,0.2,0.15,True,False,2.5400261878967285,,
openai,gpt-4.1,step_response_007,step_response,cp_peak_value,1.1,1.0947802248421548,0.00521977515784533,0.004767874902561303,0.08,0.08,True,False,2.5400261878967285,,
openai,gpt-4.1,step_response_007,step_response,cp_band_lower,0.98,0.98,0.0,0.0,0.05,0.05,True,False,2.5400261878967285,,
openai,gpt-4.1,step_response_007,step_response,cp_band_upper,1.02,1.02,0.0,0.0,0.05,0.05,True,False,2.5400261878967285,,
openai,gpt-4.1,step_response_007,step_response,__consistency__,3.0,3.0,0.0,,0.0,0.0,True,False,2.5400261878967285,,
openai,gpt-4.1,step_response_008,step_response,percent_overshoot,17.0,16.303353482158048,0.6966465178419519,0.04273025906015858,3.0,0.08,True,False,4.02273416519165,,
openai,gpt-4.1,step_response_008,step_response,settling_time_s,1.1,0.6666666666666666,0.43333333333333346,0.6500000000000002,0.4,0.2,False,False,4.02273416519165,,
openai,gpt-4.1,step_response_008,step_response,steady_state,1.0,1.0,0.0,0.0,0.05,0.05,True,False,4.02273416519165,,
openai,gpt-4.1,step_response_008,step_response,cp_peak_time_s,0.3,0.3022998940390363,0.0022998940390362987,0.007607988240774279,0.2,0.15,True,False,4.02273416519165,,
openai,gpt-4.1,step_response_008,step_response,cp_peak_value,1.17,1.1630335348215806,0.006966465178419368,0.005989909121139903,0.08,0.08,True,False,4.02273416519165,,
openai,gpt-4.1,step_response_008,step_response,cp_band_lower,0.98,0.98,0.0,0.0,0.05,0.05,True,False,4.02273416519165,,
openai,gpt-4.1,step_response_008,step_response,cp_band_upper,1.02,1.02,0.0,0.0,0.05,0.05,True,False,4.02273416519165,,
openai,gpt-4.1,step_response_008,step_response,__consistency__,3.0,3.0,0.0,,0.0,0.0,True,False,4.02273416519165,,
openai,gpt-4.1,step_response_009,step_response,percent_overshoot,50.0,52.66205993303031,2.6620599330303065,0.050549863344039624,3.0,0.08,True,False,2.7147209644317627,,
openai,gpt-4.1,step_response_009,step_response,settling_time_s,3.5,2.0,1.5,0.75,0.4,0.2,False,False,2.7147209644317627,,
openai,gpt-4.1,step_response_009,step_response,steady_state,1.0,1.0,0.0,0.0,0.05,0.05,True,False,2.7147209644317627,,
openai,gpt-4.1,step_response_009,step_response,cp_peak_time_s,0.4,0.320637457540466,0.079362542459534,0.24751488197388186,0.2,0.15,True,False,2.7147209644317627,,
openai,gpt-4.1,step_response_009,step_response,cp_peak_value,1.5,1.526620599330303,0.02662059933030303,0.01743759997865936,0.08,0.08,True,False,2.7147209644317627,,
openai,gpt-4.1,step_response_009,step_response,cp_band_lower,0.98,0.98,0.0,0.0,0.05,0.05,True,False,2.7147209644317627,,
openai,gpt-4.1,step_response_009,step_response,cp_band_upper,1.02,1.02,0.0,0.0,0.05,0.05,True,False,2.7147209644317627,,
openai,gpt-4.1,step_response_009,step_response,__consistency__,3.0,3.0,0.0,,0.0,0.0,True,False,2.7147209644317627,,
openai,gpt-4.1,step_response_010,step_response,percent_overshoot,55.0,52.66205993303031,2.3379400669696935,0.044395150321556415,3.0,0.08,True,False,3.527630090713501,,
openai,gpt-4.1,step_response_010,step_response,settling_time_s,8.0,5.0,3.0,0.6,0.4,0.2,False,False,3.527630090713501,,
openai,gpt-4.1,step_response_010,step_response,steady_state,1.0,1.0,0.0,0.0,0.05,0.05,True,False,3.527630090713501,,
openai,gpt-4.1,step_response_010,step_response,cp_peak_time_s,1.0,0.801593643851165,0.19840635614883495,0.2475148819738818,0.2,0.15,True,False,3.527630090713501,,
openai,gpt-4.1,step_response_010,step_response,cp_peak_value,1.55,1.526620599330303,0.023379400669697015,0.015314480022052025,0.08,0.08,True,False,3.527630090713501,,
openai,gpt-4.1,step_response_010,step_response,cp_band_lower,0.98,0.98,0.0,0.0,0.05,0.05,True,False,3.527630090713501,,
openai,gpt-4.1,step_response_010,step_response,cp_band_upper,1.02,1.02,0.0,0.0,0.05,0.05,True,False,3.527630090713501,,
openai,gpt-4.1,step_response_010,step_response,__consistency__,3.0,3.0,0.0,,0.0,0.0,True,False,3.527630090713501,,
openai,gpt-4.1,step_response_011,step_response,percent_overshoot,38.0,37.232610492658644,0.7673895073413561,0.02061068233431192,3.0,0.08,True,False,5.119862079620361,,
openai,gpt-4.1,step_response_011,step_response,settling_time_s,2.0,1.3333333333333333,0.6666666666666667,0.5000000000000001,0.4,0.2,False,False,5.119862079620361,,
openai,gpt-4.1,step_response_011,step_response,steady_state,1.0,1.0,0.0,0.0,0.05,0.05,True,False,5.119862079620361,,
openai,gpt-4.1,step_response_011,step_response,cp_peak_time_s,0.35,0.32932839419151544,0.02067160580848454,0.06276897520249441,0.2,0.15,True,False,5.119862079620361,,
openai,gpt-4.1,step_response_011,step_response,cp_peak_value,1.38,1.3723261049265865,0.007673895073413428,0.0055918888709210616,0.08,0.08,True,False,5.119862079620361,,
openai,gpt-4.1,step_response_011,step_response,cp_band_lower,0.98,0.98,0.0,0.0,0.05,0.05,True,False,5.119862079620361,,
openai,gpt-4.1,step_response_011,step_response,cp_band_upper,1.02,1.02,0.0,0.0,0.05,0.05,True,False,5.119862079620361,,
openai,gpt-4.1,step_response_011,step_response,__consistency__,3.0,3.0,0.0,,0.0,0.0,True,False,5.119862079620361,,
openai,gpt-4.1,step_response_012,step_response,percent_overshoot,38.0,37.232610492658644,0.7673895073413561,0.02061068233431192,3.0,0.08,True,False,3.0086240768432617,,
openai,gpt-4.1,step_response_012,step_response,settling_time_s,4.2,2.2222222222222223,1.9777777777777779,0.89,0.4,0.2,False,False,3.0086240768432617,,
openai,gpt-4.1,step_response_012,step_response,steady_state,1.0,1.0,0.0,0.0,0.05,0.05,True,False,3.0086240768432617,,
openai,gpt-4.1,step_response_012,step_response,cp_peak_time_s,0.45,0.548880656985859,0.09888065698585896,0.18014964770093267,0.2,0.15,True,False,3.0086240768432617,,
openai,gpt-4.1,step_response_012,step_response,cp_peak_value,1.38,1.3723261049265865,0.007673895073413428,0.0055918888709210616,0.08,0.08,True,False,3.0086240768432617,,
openai,gpt-4.1,step_response_012,step_response,cp_band_lower,0.98,0.98,0.0,0.0,0.05,0.05,True,False,3.0086240768432617,,
openai,gpt-4.1,step_response_012,step_response,cp_band_upper,1.02,1.02,0.0,0.0,0.05,0.05,True,False,3.0086240768432617,,
openai,gpt-4.1,step_response_012,step_response,__consistency__,3.0,3.0,0.0,,0.0,0.0,True,False,3.0086240768432617,,
openai,gpt-4.1,step_response_013,step_response,percent_overshoot,25.0,25.38267219801087,0.3826721980108694,0.01507611944974248,3.0,0.08,True,False,3.5318150520324707,,
openai,gpt-4.1,step_response_013,step_response,settling_time_s,2.8,1.6666666666666665,1.1333333333333333,0.68,0.4,0.2,False,False,3.5318150520324707,,
openai,gpt-4.1,step_response_013,step_response,steady_state,1.0,1.0,0.0,0.0,0.05,0.05,True,False,3.5318150520324707,,
openai,gpt-4.1,step_response_013,step_response,cp_peak_time_s,0.6,0.5712931007060479,0.028706899293952093,0.050248986480799264,0.2,0.15,True,False,3.5318150520324707,,
openai,gpt-4.1,step_response_013,step_response,cp_peak_value,1.25,1.2538267219801087,0.003826721980108694,0.003052034155138546,0.08,0.08,True,False,3.5318150520324707,,
openai,gpt-4.1,step_response_013,step_response,cp_band_lower,0.98,0.98,0.0,0.0,0.05,0.05,True,False,3.5318150520324707,,
openai,gpt-4.1,step_response_013,step_response,cp_band_upper,1.02,1.02,0.0,0.0,0.05,0.05,True,False,3.5318150520324707,,
openai,gpt-4.1,step_response_013,step_response,__consistency__,3.0,3.0,0.0,,0.0,0.0,True,False,3.5318150520324707,,
openai,gpt-4.1,step_response_014,step_response,percent_overshoot,17.0,16.303353482158048,0.6966465178419519,0.04273025906015858,3.0,0.08,True,False,4.410897970199585,,
openai,gpt-4.1,step_response_014,step_response,settling_time_s,1.2,1.0,0.19999999999999996,0.19999999999999996,0.4,0.2,True,False,4.410897970199585,,
openai,gpt-4.1,step_response_014,step_response,steady_state,1.0,1.0,0.0,0.0,0.05,0.05,True,False,4.410897970199585,,
openai,gpt-4.1,step_response_014,step_response,cp_peak_time_s,0.5,0.45344984105855446,0.04655015894144554,0.1026577908435841,0.2,0.15,True,False,4.410897970199585,,
openai,gpt-4.1,step_response_014,step_response,cp_peak_value,1.17,1.1630335348215806,0.006966465178419368,0.005989909121139903,0.08,0.08,True,False,4.410897970199585,,
openai,gpt-4.1,step_response_014,step_response,cp_band_lower,0.98,0.98,0.0,0.0,0.05,0.05,True,False,4.410897970199585,,
openai,gpt-4.1,step_response_014,step_response,cp_band_upper,1.02,1.02,0.0,0.0,0.05,0.05,True,False,4.410897970199585,,
openai,gpt-4.1,step_response_014,step_response,__consistency__,3.0,3.0,0.0,,0.0,0.0,True,False,4.410897970199585,,
openai,gpt-4.1,step_response_015,step_response,percent_overshoot,25.0,25.38267219801087,0.3826721980108694,0.01507611944974248,3.0,0.08,True,False,2.567495107650757,,
openai,gpt-4.1,step_response_015,step_response,settling_time_s,1.6,1.0,0.6000000000000001,0.6000000000000001,0.4,0.2,False,False,2.567495107650757,,
openai,gpt-4.1,step_response_015,step_response,steady_state,1.0,1.0,0.0,0.0,0.05,0.05,True,False,2.567495107650757,,
openai,gpt-4.1,step_response_015,step_response,cp_peak_time_s,0.35,0.3427758604236288,0.007224139576371191,0.02107540352299909,0.2,0.15,True,False,2.567495107650757,,
openai,gpt-4.1,step_response_015,step_response,cp_peak_value,1.25,1.2538267219801087,0.003826721980108694,0.003052034155138546,0.08,0.08,True,False,2.567495107650757,,
openai,gpt-4.1,step_response_015,step_response,cp_band_lower,0.98,0.98,0.0,0.0,0.05,0.05,True,False,2.567495107650757,,
openai,gpt-4.1,step_response_015,step_response,cp_band_upper,1.02,1.02,0.0,0.0,0.05,0.05,True,False,2.567495107650757,,
openai,gpt-4.1,step_response_015,step_response,__consistency__,3.0,3.0,0.0,,0.0,0.0,True,False,2.567495107650757,,
openai,gpt-4.1,step_response_016,step_response,percent_overshoot,38.0,37.232610492658644,0.7673895073413561,0.02061068233431192,3.0,0.08,True,False,2.347249984741211,,
openai,gpt-4.1,step_response_016,step_response,settling_time_s,3.0,1.6666666666666667,1.3333333333333333,0.7999999999999999,0.4,0.2,False,False,2.347249984741211,,
openai,gpt-4.1,step_response_016,step_response,steady_state,1.0,1.0,0.0,0.0,0.05,0.05,True,False,2.347249984741211,,
openai,gpt-4.1,step_response_016,step_response,cp_peak_time_s,0.4,0.41166049273939426,0.011660492739394235,0.028325508386290606,0.2,0.15,True,False,2.347249984741211,,
openai,gpt-4.1,step_response_016,step_response,cp_peak_value,1.38,1.3723261049265865,0.007673895073413428,0.0055918888709210616,0.08,0.08,True,False,2.347249984741211,,
openai,gpt-4.1,step_response_016,step_response,cp_band_lower,0.98,0.98,0.0,0.0,0.05,0.05,True,False,2.347249984741211,,
openai,gpt-4.1,step_response_016,step_response,cp_band_upper,1.02,1.02,0.0,0.0,0.05,0.05,True,False,2.347249984741211,,
openai,gpt-4.1,step_response_016,step_response,__consistency__,3.0,3.0,0.0,,0.0,0.0,True,False,2.347249984741211,,
openai,gpt-4.1,step_response_017,step_response,percent_overshoot,10.0,9.478022484215485,0.5219775157845152,0.05507240741977627,3.0,0.08,True,False,2.4932830333709717,,
openai,gpt-4.1,step_response_017,step_response,settling_time_s,0.7,0.4166666666666667,0.28333333333333327,0.6799999999999998,0.4,0.2,True,False,2.4932830333709717,,
openai,gpt-4.1,step_response_017,step_response,steady_state,1.0,1.0,0.0,0.0,0.05,0.05,True,False,2.4932830333709717,,
openai,gpt-4.1,step_response_017,step_response,cp_peak_time_s,0.25,0.2454369260617026,0.004563073938297413,0.01859163578813019,0.2,0.15,True,False,2.4932830333709717,,
openai,gpt-4.1,step_response_017,step_response,cp_peak_value,1.1,1.0947802248421548,0.00521977515784533,0.004767874902561303,0.08,0.08,True,False,2.4932830333709717,,
openai,gpt-4.1,step_response_017,step_response,cp_band_lower,0.98,0.98,0.0,0.0,0.05,0.05,True,False,2.4932830333709717,,
openai,gpt-4.1,step_response_017,step_response,cp_band_upper,1.02,1.02,0.0,0.0,0.05,0.05,True,False,2.4932830333709717,,
openai,gpt-4.1,step_response_017,step_response,__consistency__,3.0,3.0,0.0,,0.0,0.0,True,False,2.4932830333709717,,
openai,gpt-4.1,step_response_018,step_response,percent_overshoot,25.0,25.38267219801087,0.3826721980108694,0.01507611944974248,3.0,0.08,True,False,3.3583321571350098,,
openai,gpt-4.1,step_response_018,step_response,settling_time_s,1.1,0.8333333333333333,0.26666666666666683,0.32000000000000023,0.4,0.2,True,False,3.3583321571350098,,
openai,gpt-4.1,step_response_018,step_response,steady_state,1.0,1.0,0.0,0.0,0.05,0.05,True,False,3.3583321571350098,,
openai,gpt-4.1,step_response_018,step_response,cp_peak_time_s,0.3,0.28564655035302394,0.014353449646976046,0.050248986480799264,0.2,0.15,True,False,3.3583321571350098,,
openai,gpt-4.1,step_response_018,step_response,cp_peak_value,1.25,1.2538267219801087,0.003826721980108694,0.003052034155138546,0.08,0.08,True,False,3.3583321571350098,,
openai,gpt-4.1,step_response_018,step_response,cp_band_lower,0.98,0.98,0.0,0.0,0.05,0.05,True,False,3.3583321571350098,,
openai,gpt-4.1,step_response_018,step_response,cp_band_upper,1.02,1.02,0.0,0.0,0.05,0.05,True,False,3.3583321571350098,,
openai,gpt-4.1,step_response_018,step_response,__consistency__,3.0,3.0,0.0,,0.0,0.0,True,False,3.3583321571350098,,
openai,gpt-4.1,step_response_019,step_response,percent_overshoot,25.0,25.38267219801087,0.3826721980108694,0.01507611944974248,3.0,0.08,True,False,3.4423141479492188,,
openai,gpt-4.1,step_response_019,step_response,settling_time_s,1.1,0.8333333333333333,0.26666666666666683,0.32000000000000023,0.4,0.2,True,False,3.4423141479492188,,
openai,gpt-4.1,step_response_019,step_response,steady_state,1.0,1.0,0.0,0.0,0.05,0.05,True,False,3.4423141479492188,,
openai,gpt-4.1,step_response_019,step_response,cp_peak_time_s,0.3,0.28564655035302394,0.014353449646976046,0.050248986480799264,0.2,0.15,True,False,3.4423141479492188,,
openai,gpt-4.1,step_response_019,step_response,cp_peak_value,1.25,1.2538267219801087,0.003826721980108694,0.003052034155138546,0.08,0.08,True,False,3.4423141479492188,,
openai,gpt-4.1,step_response_019,step_response,cp_band_lower,0.98,0.98,0.0,0.0,0.05,0.05,True,False,3.4423141479492188,,
openai,gpt-4.1,step_response_019,step_response,cp_band_upper,1.02,1.02,0.0,0.0,0.05,0.05,True,False,3.4423141479492188,,
openai,gpt-4.1,step_response_019,step_response,__consistency__,3.0,3.0,0.0,,0.0,0.0,True,False,3.4423141479492188,,
openai,gpt-4.1,bode_magnitude_000,bode_magnitude,dc_gain_db,-6.0,-6.020599913279624,0.020599913279624182,0.003421571533791342,0.75,0.05,True,False,1.9386157989501953,,
openai,gpt-4.1,bode_magnitude_000,bode_magnitude,cutoff_hz,20.0,20.0,0.0,0.0,6.0,0.06,True,False,1.9386157989501953,,
openai,gpt-4.1,bode_magnitude_000,bode_magnitude,cp_mag_at_fc_db,-9.0,-9.030899913279624,0.030899913279624158,0.0034215763186774897,0.9,0.06,True,False,1.9386157989501953,,
openai,gpt-4.1,bode_magnitude_000,bode_magnitude,cp_slope_db_per_decade,-20.0,-20.0,0.0,0.0,5.0,0.3,True,False,1.9386157989501953,,
openai,gpt-4.1,bode_magnitude_000,bode_magnitude,__consistency__,2.0,2.0,0.0,,0.0,0.0,True,False,1.9386157989501953,,
openai,gpt-4.1,bode_magnitude_001,bode_magnitude,dc_gain_db,0.0,0.0,0.0,0.0,0.75,0.05,True,False,1.7699379920959473,,
openai,gpt-4.1,bode_magnitude_001,bode_magnitude,cutoff_hz,1000.0,500.0,500.0,1.0,6.0,0.06,False,False,1.7699379920959473,,
openai,gpt-4.1,bode_magnitude_001,bode_magnitude,cp_mag_at_fc_db,-3.0,-3.0103,0.010299999999999976,0.003421585888449648,0.9,0.06,True,False,1.7699379920959473,,
openai,gpt-4.1,bode_magnitude_001,bode_magnitude,cp_slope_db_per_decade,-20.0,-20.0,0.0,0.0,5.0,0.3,True,False,1.7699379920959473,,
openai,gpt-4.1,bode_magnitude_001,bode_magnitude,__consistency__,2.0,2.0,0.0,,0.0,0.0,True,False,1.7699379920959473,,
openai,gpt-4.1,bode_magnitude_002,bode_magnitude,dc_gain_db,-6.0,-6.020599913279624,0.020599913279624182,0.003421571533791342,0.75,0.05,True,False,2.321727991104126,,
openai,gpt-4.1,bode_magnitude_002,bode_magnitude,cutoff_hz,2000.0,2000.0,0.0,0.0,6.0,0.06,True,False,2.321727991104126,,
openai,gpt-4.1,bode_magnitude_002,bode_magnitude,cp_mag_at_fc_db,-9.0,-9.030899913279624,0.030899913279624158,0.0034215763186774897,0.9,0.06,True,False,2.321727991104126,,
openai,gpt-4.1,bode_magnitude_002,bode_magnitude,cp_slope_db_per_decade,-20.0,-20.0,0.0,0.0,5.0,0.3,True,False,2.321727991104126,,
openai,gpt-4.1,bode_magnitude_002,bode_magnitude,__consistency__,2.0,2.0,0.0,,0.0,0.0,True,False,2.321727991104126,,
openai,gpt-4.1,bode_magnitude_003,bode_magnitude,dc_gain_db,6.0,6.020599913279624,0.020599913279624182,0.003421571533791342,0.75,0.05,True,False,1.6841459274291992,,
openai,gpt-4.1,bode_magnitude_003,bode_magnitude,cutoff_hz,300.0,200.0,100.0,0.5,6.0,0.06,False,False,1.6841459274291992,,
openai,gpt-4.1,bode_magnitude_003,bode_magnitude,cp_mag_at_fc_db,3.0,3.010299913279624,0.010299913279624207,0.0034215571791326215,0.9,0.06,True,False,1.6841459274291992,,
openai,gpt-4.1,bode_magnitude_003,bode_magnitude,cp_slope_db_per_decade,-20.0,-20.0,0.0,0.0,5.0,0.3,True,False,1.6841459274291992,,
openai,gpt-4.1,bode_magnitude_003,bode_magnitude,__consistency__,2.0,2.0,0.0,,0.0,0.0,True,False,1.6841459274291992,,
openai,gpt-4.1,bode_magnitude_004,bode_magnitude,dc_gain_db,14.0,13.979400086720377,0.020599913279623294,0.0014735906513750918,0.75,0.05,True,False,2.3249971866607666,,
openai,gpt-4.1,bode_magnitude_004,bode_magnitude,cutoff_hz,2000.0,2000.0,0.0,0.0,6.0,0.06,True,False,2.3249971866607666,,
openai,gpt-4.1,bode_magnitude_004,bode_magnitude,cp_mag_at_fc_db,11.0,10.969100086720378,0.030899913279622382,0.0028169962016328966,0.9,0.06,True,False,2.3249971866607666,,
openai,gpt-4.1,bode_magnitude_004,bode_magnitude,cp_slope_db_per_decade,-20.0,-20.0,0.0,0.0,5.0,0.3,True,False,2.3249971866607666,,
openai,gpt-4.1,bode_magnitude_004,bode_magnitude,__consistency__,2.0,2.0,0.0,,0.0,0.0,True,False,2.3249971866607666,,
