provider,model,id,type,field,pred,gold,abs_err,rel_err,abs_tol,rel_tol,pass,latency_s,error,tags,difficulty,edge_tag,edge_case,is_checkpoint,fq_hz
openai,gpt-4.1,step_response_010,step_response,settling_time_s,0.75,0.5494994438264739,0.20050055617352613,0.3648785425101214,0.35,0.2,True,1.8237619400024414,,,,,,False,
openai,gpt-4.1,step_response_010,step_response,steady_state,4.0,4.0,0.0,0.0,0.05,0.02,True,1.8237619400024414,,,,,,False,
openai,gpt-4.1,step_response_010,step_response,cp_peak_value,4.1,4.071377687777311,0.02862231222268896,0.007030129459277642,0.08,0.04,True,1.8237619400024414,,,,,,True,
openai,gpt-4.1,step_response_010,step_response,cp_peak_time_s,0.75,0.7630700778642937,0.013070077864293705,0.017128279883381982,0.2,0.2,True,1.8237619400024414,,,,,,True,
openai,gpt-4.1,step_response_010,step_response,cp_band_upper,4.08,4.08,0.0,0.0,0.05,0.02,True,1.8237619400024414,,,,,,True,
openai,gpt-4.1,step_response_010,step_response,cp_band_lower,3.92,3.92,0.0,0.0,0.05,0.02,True,1.8237619400024414,,,,,,True,
openai,gpt-4.1,step_response_011,step_response,percent_overshoot,34.0,33.949731850037665,0.050268149962334974,0.0014806641237809718,2.5,0.07,True,1.885688066482544,,,,,,False,
openai,gpt-4.1,step_response_011,step_response,settling_time_s,1.25,1.0656284760845385,0.18437152391546152,0.17301670146137776,0.35,0.2,True,1.885688066482544,,,,,,False,
openai,gpt-4.1,step_response_011,step_response,steady_state,1.0,1.0,0.0,0.0,0.05,0.02,True,1.885688066482544,,,,,,False,
openai,gpt-4.1,step_response_011,step_response,cp_peak_value,1.34,1.3394973185003767,0.000502681499623403,0.0003752762268954566,0.08,0.04,True,1.885688066482544,,,,,,True,
openai,gpt-4.1,step_response_011,step_response,cp_peak_time_s,0.35,0.3181312569521691,0.03186874304783088,0.10017482517482504,0.2,0.2,True,1.885688066482544,,,,,,True,
openai,gpt-4.1,step_response_011,step_response,cp_band_upper,1.02,1.02,0.0,0.0,0.05,0.02,True,1.885688066482544,,,,,,True,
openai,gpt-4.1,step_response_011,step_response,cp_band_lower,0.98,0.98,0.0,0.0,0.05,0.02,True,1.885688066482544,,,,,,True,
openai,gpt-4.1,step_response_012,step_response,percent_overshoot,2.5,1.977336493064663,0.5226635069353369,0.26432704234637555,2.5,0.07,True,2.008661985397339,,,,,,False,
openai,gpt-4.1,step_response_012,step_response,settling_time_s,1.6,1.1355533880639457,0.4644466119360544,0.40900464638471085,0.35,0.2,False,2.008661985397339,,,,,,False,
openai,gpt-4.1,step_response_012,step_response,steady_state,4.0,4.0,0.0,0.0,0.05,0.02,True,2.008661985397339,,,,,,False,
openai,gpt-4.1,step_response_012,step_response,cp_peak_value,4.1,4.0790934597225865,0.02090654027741312,0.005125290823524045,0.08,0.04,True,2.008661985397339,,,,,,True,
openai,gpt-4.1,step_response_012,step_response,cp_peak_time_s,1.6,1.5800250424829145,0.019974957517085556,0.012642177800989855,0.2,0.2,True,2.008661985397339,,,,,,True,
openai,gpt-4.1,step_response_012,step_response,cp_band_upper,4.08,4.08,0.0,0.0,0.05,0.02,True,2.008661985397339,,,,,,True,
openai,gpt-4.1,step_response_012,step_response,cp_band_lower,3.92,3.92,0.0,0.0,0.05,0.02,True,2.008661985397339,,,,,,True,
openai,gpt-4.1,step_response_013,step_response,percent_overshoot,60.0,57.942150586317375,2.057849413682625,0.03551558568087688,2.5,0.07,True,2.511046886444092,,,,high_overshoot_low_damping,,False,
openai,gpt-4.1,step_response_013,step_response,settling_time_s,4.0,3.6349946881179154,0.3650053118820846,0.10041426279802151,0.35,0.2,True,2.511046886444092,,,,high_overshoot_low_damping,,False,
openai,gpt-4.1,step_response_013,step_response,steady_state,1.0,1.0,0.0,0.0,0.05,0.02,True,2.511046886444092,,,,high_overshoot_low_damping,,False,
openai,gpt-4.1,step_response_013,step_response,cp_peak_value,1.6,1.5794215058631738,0.02057849413682633,0.013029133806545154,0.08,0.04,True,2.511046886444092,,,,high_overshoot_low_damping,,True,
openai,gpt-4.1,step_response_013,step_response,cp_peak_time_s,0.6,0.5107466377923529,0.08925336220764712,0.17475075821044098,0.2,0.2,True,2.511046886444092,,,,high_overshoot_low_damping,,True,
openai,gpt-4.1,step_response_013,step_response,cp_band_upper,1.02,1.02,0.0,0.0,0.05,0.02,True,2.511046886444092,,,,high_overshoot_low_damping,,True,
openai,gpt-4.1,step_response_013,step_response,cp_band_lower,0.98,0.98,0.0,0.0,0.05,0.02,True,2.511046886444092,,,,high_overshoot_low_damping,,True,
openai,gpt-4.1,step_response_014,step_response,percent_overshoot,0.0,0.04749676490747312,0.04749676490747312,1.0,2.5,0.07,True,1.770258903503418,,,,near_critical_damping_small_overshoot,,False,
openai,gpt-4.1,step_response_014,step_response,settling_time_s,1.2,1.3739763421292084,0.17397634212920843,0.12662251655629142,0.35,0.2,True,1.770258903503418,,,,near_critical_damping_small_overshoot,,False,
openai,gpt-4.1,step_response_014,step_response,steady_state,1.0,1.0,0.0,0.0,0.05,0.02,True,1.770258903503418,,,,near_critical_damping_small_overshoot,,False,
openai,gpt-4.1,step_response_014,step_response,cp_peak_value,1.0,1.0004749676490747,0.0004749676490747312,0.00047474216190617396,0.08,0.04,True,1.770258903503418,,,,near_critical_damping_small_overshoot,,True,
openai,gpt-4.1,step_response_014,step_response,cp_peak_time_s,1.2,2.0,0.8,0.4,0.2,0.2,False,1.770258903503418,,,,near_critical_damping_small_overshoot,,True,
openai,gpt-4.1,step_response_014,step_response,cp_band_upper,1.02,1.02,0.0,0.0,0.05,0.02,True,1.770258903503418,,,,near_critical_damping_small_overshoot,,True,
openai,gpt-4.1,step_response_014,step_response,cp_band_lower,0.98,0.98,0.0,0.0,0.05,0.02,True,1.770258903503418,,,,near_critical_damping_small_overshoot,,True,
openai,gpt-4.1,bode_magnitude_000,bode_magnitude,dc_gain_db,6.0,8.599155575114834,2.5991555751148336,0.3022570707566393,0.5,0.03,False,1.411578893661499,,,,,,False,8556.23344375781
openai,gpt-4.1,bode_magnitude_000,bode_magnitude,cutoff_hz,500.0,427.8116721878905,72.18832781210949,0.1687385653666904,5.0,0.05,False,1.411578893661499,,,,,,False,8556.23344375781
openai,gpt-4.1,bode_magnitude_000,bode_magnitude,cp_mag_at_fc_db,3.0,5.588855618475021,2.588855618475021,0.4632174805012082,0.6,0.04,False,1.411578893661499,,,,,,True,8556.23344375781
openai,gpt-4.1,bode_magnitude_000,bode_magnitude,cp_mag_at_fq_db,-14.0,-17.43228815108699,3.43228815108699,0.19689257780384783,0.8,0.08,False,1.411578893661499,,,,,,True,8556.23344375781
openai,gpt-4.1,bode_magnitude_001,bode_magnitude,dc_gain_db,6.0,7.203960432191127,1.2039604321911268,0.16712479802237548,0.5,0.03,False,2.3040688037872314,,,,,,False,2235.0253134836776
openai,gpt-4.1,bode_magnitude_001,bode_magnitude,cutoff_hz,100.0,111.75126567418388,11.751265674183884,0.1051555488279234,5.0,0.05,False,2.3040688037872314,,,,,,False,2235.0253134836776
openai,gpt-4.1,bode_magnitude_001,bode_magnitude,cp_mag_at_fc_db,3.0,4.193660475551314,1.1936604755513143,0.28463450546610863,0.6,0.04,False,2.3040688037872314,,,,,,True,2235.0253134836776
openai,gpt-4.1,bode_magnitude_001,bode_magnitude,cp_mag_at_fq_db,-20.0,-18.827483294010698,1.1725167059893025,0.062276868749754646,0.8,0.08,True,2.3040688037872314,,,,,,True,2235.0253134836776
openai,gpt-4.1,bode_magnitude_002,bode_magnitude,dc_gain_db,12.0,11.860415350743516,0.13958464925648428,0.011768951181607134,0.5,0.03,True,1.363435983657837,,,,,,False,1619.5570763558403
openai,gpt-4.1,bode_magnitude_002,bode_magnitude,cutoff_hz,400.0,323.91141527116804,76.08858472883196,0.2349055363335469,5.0,0.05,False,1.363435983657837,,,,,,False,1619.5570763558403
openai,gpt-4.1,bode_magnitude_002,bode_magnitude,cp_mag_at_fc_db,9.0,8.850115394103703,0.14988460589629682,0.016935892835494085,0.6,0.04,True,1.363435983657837,,,,,,True,1619.5570763558403
openai,gpt-4.1,bode_magnitude_002,bode_magnitude,cp_mag_at_fq_db,0.0,-2.289318128964664,2.289318128964664,1.0,0.8,0.08,False,1.363435983657837,,,,,,True,1619.5570763558403
openai,gpt-4.1,bode_magnitude_003,bode_magnitude,dc_gain_db,3.0,3.0602910004514907,0.06029100045149072,0.01970106778819265,0.5,0.03,True,3.156114101409912,,,,,,False,3914.0971138408127
openai,gpt-4.1,bode_magnitude_003,bode_magnitude,cutoff_hz,500.0,391.4097113840813,108.59028861591872,0.27743381285029384,5.0,0.05,False,3.156114101409912,,,,,,False,3914.0971138408127
openai,gpt-4.1,bode_magnitude_003,bode_magnitude,cp_mag_at_fc_db,0.0,0.04999104381167818,0.04999104381167818,1.0,0.6,0.04,True,3.156114101409912,,,,,,True,3914.0971138408127
openai,gpt-4.1,bode_magnitude_003,bode_magnitude,cp_mag_at_fq_db,-20.0,-16.982922737374935,3.0170772626250653,0.17765359410045914,0.8,0.08,False,3.156114101409912,,,,,,True,3914.0971138408127
openai,gpt-4.1,bode_magnitude_004,bode_magnitude,dc_gain_db,-3.0,-1.7601124288650503,1.2398875711349497,0.7044365750740422,0.5,0.03,False,1.3211469650268555,,,,,,False,488.7013039128038
openai,gpt-4.1,bode_magnitude_004,bode_magnitude,cutoff_hz,200.0,244.3506519564019,44.35065195640189,0.18150412778237698,5.0,0.05,False,1.3211469650268555,,,,,,False,488.7013039128038
openai,gpt-4.1,bode_magnitude_004,bode_magnitude,cp_mag_at_fc_db,-6.0,-4.770412385504863,1.229587614495137,0.25775289747093993,0.6,0.04,False,1.3211469650268555,,,,,,True,488.7013039128038
openai,gpt-4.1,bode_magnitude_004,bode_magnitude,cp_mag_at_fq_db,-15.0,-8.749812472225239,6.250187527774761,0.7143224552085998,0.8,0.08,False,1.3211469650268555,,,,,,True,488.7013039128038
openai,gpt-4.1,bode_magnitude_005,bode_magnitude,dc_gain_db,10.0,13.257389195606116,3.257389195606116,0.24570367117876493,0.5,0.03,False,1.500014066696167,,,,,,False,7161.65420118732
openai,gpt-4.1,bode_magnitude_005,bode_magnitude,cutoff_hz,1000.0,716.165420118732,283.83457988126804,0.39632544647884776,5.0,0.05,False,1.500014066696167,,,,,,False,7161.65420118732
openai,gpt-4.1,bode_magnitude_005,bode_magnitude,cp_mag_at_fc_db,10.0,10.247089238966304,0.24708923896630353,0.024113114778653882,0.6,0.04,True,1.500014066696167,,,,,,True,7161.65420118732
openai,gpt-4.1,bode_magnitude_005,bode_magnitude,cp_mag_at_fq_db,-10.0,-6.78582454222031,3.2141754577796897,0.47366026601212663,0.8,0.08,False,1.500014066696167,,,,,,True,7161.65420118732
openai,gpt-4.1,bode_magnitude_006,bode_magnitude,dc_gain_db,10.0,13.123245538473968,3.1232455384739684,0.23799337818662453,0.5,0.03,False,1.470315933227539,,,,,,False,13331.971326749597
openai,gpt-4.1,bode_magnitude_006,bode_magnitude,cutoff_hz,1000.0,666.5985663374798,333.40143366252016,0.5001532413943545,5.0,0.05,False,1.470315933227539,,,,,,False,13331.971326749597
openai,gpt-4.1,bode_magnitude_006,bode_magnitude,cp_mag_at_fc_db,10.0,10.112945581834156,0.11294558183415582,0.011168415860660768,0.6,0.04,True,1.470315933227539,,,,,,True,13331.971326749597
openai,gpt-4.1,bode_magnitude_006,bode_magnitude,cp_mag_at_fq_db,-10.0,-12.908198187727855,2.908198187727855,0.22529853860570187,0.8,0.08,False,1.470315933227539,,,,,,True,13331.971326749597
openai,gpt-4.1,bode_magnitude_007,bode_magnitude,dc_gain_db,3.0,2.9972806716771387,0.0027193283228612586,0.00090726515823413,0.5,0.03,True,1.7848448753356934,,,,,,False,1379.7415210462518
openai,gpt-4.1,bode_magnitude_007,bode_magnitude,cutoff_hz,1000.0,689.8707605231259,310.1292394768741,0.4495468676505502,5.0,0.05,False,1.7848448753356934,,,,,,False,1379.7415210462518
openai,gpt-4.1,bode_magnitude_007,bode_magnitude,cp_mag_at_fc_db,0.0,-0.013019284962673794,0.013019284962673794,1.0,0.6,0.04,True,1.7848448753356934,,,,,,True,1379.7415210462518
openai,gpt-4.1,bode_magnitude_007,bode_magnitude,cp_mag_at_fq_db,-10.0,-3.992419371683049,6.007580628316951,1.5047468887980042,0.8,0.08,False,1.7848448753356934,,,,,,True,1379.7415210462518
openai,gpt-4.1,bode_magnitude_008,bode_magnitude,dc_gain_db,8.0,10.4527929804069,2.4527929804068993,0.23465431535901504,0.5,0.03,False,1.685791015625,,,,,,False,1900.1722161436173
openai,gpt-4.1,bode_magnitude_008,bode_magnitude,cutoff_hz,300.0,380.0344432287235,80.03444322872349,0.2105978672584548,5.0,0.05,False,1.685791015625,,,,,,False,1900.1722161436173
openai,gpt-4.1,bode_magnitude_008,bode_magnitude,cp_mag_at_fc_db,5.0,7.442493023767087,2.4424930237670868,0.3281821045672672,0.6,0.04,False,1.685791015625,,,,,,True,1900.1722161436173
openai,gpt-4.1,bode_magnitude_008,bode_magnitude,cp_mag_at_fq_db,-7.0,-3.696940499301278,3.303059500698722,0.8934575769674952,0.8,0.08,False,1.685791015625,,,,,,True,1900.1722161436173
openai,gpt-4.1,bode_magnitude_009,bode_magnitude,dc_gain_db,0.0,-0.8361584485286967,0.8361584485286967,1.0,0.5,0.03,False,1.4869627952575684,,,,,,False,6594.09250808969
openai,gpt-4.1,bode_magnitude_009,bode_magnitude,cutoff_hz,1000.0,659.4092508089691,340.5907491910309,0.5165089036485174,5.0,0.05,False,1.4869627952575684,,,,,,False,6594.09250808969
openai,gpt-4.1,bode_magnitude_009,bode_magnitude,cp_mag_at_fc_db,-3.0,-3.846458405168509,0.8464584051685091,0.22006175967771233,0.6,0.04,False,1.4869627952575684,,,,,,True,6594.09250808969
openai,gpt-4.1,bode_magnitude_009,bode_magnitude,cp_mag_at_fq_db,-20.0,-20.87937218635512,0.8793721863551198,0.04211679252165438,0.8,0.08,True,1.4869627952575684,,,,,,True,6594.09250808969
openai,gpt-4.1,bode_magnitude_010,bode_magnitude,dc_gain_db,12.0,14.682423262891442,2.682423262891442,0.18269622220134707,0.5,0.03,False,1.896878719329834,,,,,,False,6404.596795058083
openai,gpt-4.1,bode_magnitude_010,bode_magnitude,cutoff_hz,1000.0,1280.9193590116167,280.91935901161673,0.21931072946573293,5.0,0.05,False,1.896878719329834,,,,,,False,6404.596795058083
openai,gpt-4.1,bode_magnitude_010,bode_magnitude,cp_mag_at_fc_db,9.0,11.67212330625163,2.6721233062516294,0.22893206626941912,0.6,0.04,False,1.896878719329834,,,,,,True,6404.596795058083
openai,gpt-4.1,bode_magnitude_010,bode_magnitude,cp_mag_at_fq_db,0.0,0.5326897831832638,0.5326897831832638,1.0,0.8,0.08,True,1.896878719329834,,,,,,True,6404.596795058083
openai,gpt-4.1,bode_magnitude_011,bode_magnitude,dc_gain_db,16.0,17.132951817445147,1.1329518174451465,0.06612706493994515,0.5,0.03,False,1.569478988647461,,,,,,False,19205.647819765323
openai,gpt-4.1,bode_magnitude_011,bode_magnitude,cutoff_hz,1000.0,960.2823909882662,39.71760901173377,0.041360342941266205,5.0,0.05,True,1.569478988647461,,,,,,False,19205.647819765323
openai,gpt-4.1,bode_magnitude_011,bode_magnitude,cp_mag_at_fc_db,13.0,14.122651860805334,1.122651860805334,0.07949299266669847,0.6,0.04,False,1.569478988647461,,,,,,True,19205.647819765323
openai,gpt-4.1,bode_magnitude_011,bode_magnitude,cp_mag_at_fq_db,-10.0,-8.898491908756677,1.101508091243323,0.12378592940668628,0.8,0.08,False,1.569478988647461,,,,,,True,19205.647819765323
openai,gpt-4.1,bode_magnitude_012,bode_magnitude,dc_gain_db,12.0,13.73961041369833,1.7396104136983297,0.1266127904153633,0.5,0.03,False,1.9826769828796387,,,,,,False,4525.0216359439255
openai,gpt-4.1,bode_magnitude_012,bode_magnitude,cutoff_hz,1000.0,905.0043271887852,94.99567281121483,0.10496709237435348,5.0,0.05,False,1.9826769828796387,,,,,,False,4525.0216359439255
openai,gpt-4.1,bode_magnitude_012,bode_magnitude,cp_mag_at_fc_db,9.0,10.729310457058517,1.7293104570585172,0.16117629031051586,0.6,0.04,False,1.9826769828796387,,,,,,True,4525.0216359439255
